Sr. No.,Symbol,Company Name
1259,USASEEDS,Upsurge Seeds Of Agriculture Limited
1260,KERNEX,Kernex Microsystems (India) Limited
1261,RANASUG,Rana Sugars Limited
1262,CUPID,Cupid Limited
1263,BGRENERGY,BGR Energy Systems Limited
1264,GENUSPAPER,Genus Paper & Boards Limited
1265,GSS,GSS Infotech Limited
1266,PENINLAND,Peninsula Land Limited
1267,JYOTISTRUC,Jyoti Structures Limited
1268,ADVANIHOTR,Advani Hotels & Resorts (India) Limited
1269,KAYA,Kaya Limited
1270,KOTHARIPET,Kothari Petrochemicals Limited
1271,LIBERTSHOE,Liberty Shoes Limited
1272,KHADIM,Khadim India Limited
1273,PPL,Prakash Pipes Limited
1274,VIPCLOTHNG,VIP Clothing Limited
1275,NDRAUTO,Ndr Auto Components Limited
1276,PROZONINTU,Prozone Intu Properties Limited
1277,INDOBORAX,Indo Borax & Chemicals Limited
1278,CONSOFINVT,Consolidated Finvest & Holdings Limited
1279,INDSWFTLAB,Ind-Swift Laboratories Limited
1280,ZUARIIND,ZUARI INDUSTRIES LIMITED
1281,GVKPIL,GVK Power & Infrastructure Limited
1282,SBGLP,Suratwwala Business Group Limited
1283,HIRECT,Hind Rectifiers Limited
1284,CHEMFAB,Chemfab Alkalis Limited
1285,GLOBAL,Global Education Limited
1286,ANNAPURNA,Annapurna Swadisht Limited
1287,INTLCONV,International Conveyors Limited
1288,EMKAYTOOLS,Emkay Taps and Cutting Tools Limited
1289,ORBTEXP,Orbit Exports Limited
1290,SOUTHWEST,South West Pinnacle Exploration Limited
1291,KAMATHOTEL,Kamat Hotels (I) Limited
1292,RAJMET,Rajnandini Metal Limited
1293,RAMAPHO,Rama Phosphates Limited
1294,OMINFRAL,OM INFRA LIMITED
1295,HMVL,Hindustan Media Ventures Limited
1296,AYMSYNTEX,AYM Syntex Limited
1297,MSPL,MSP Steel & Power Limited
1298,WEALTH,Wealth First Portfolio Managers Limited
1299,UNITECH,Unitech Limited
1300,WEBELSOLAR,Websol Energy System Limited
1301,NURECA,Nureca Limited
1302,LYKALABS,Lyka Labs Limited
1303,GKWLIMITED,GKW Limited
1304,MHLXMIRU,Mahalaxmi Rubtech Limited
1305,AURUM,Aurum PropTech Limited
1306,SKYGOLD,Sky Gold Limited
1307,ALBERTDAVD,Albert David Limited
1308,SHIVAUM,Shiv Aum Steels Limited
1309,PAVNAIND,Pavna Industries Limited
1310,CINELINE,Cineline India Limited
1311,KOTARISUG,Kothari Sugars And Chemicals Limited
1312,SHEMAROO,Shemaroo Entertainment Limited
1313,SILINV,SIL Investments Limited
1314,SKP,SKP Bearing Industries Limited
1315,MMP,MMP Industries Limited
1316,EQUIPPP,Equippp Social Impact Technologies Limited
1317,MANORG,Mangalam Organics Limited
1318,CYBERTECH,Cybertech Systems And Software Limited
1319,TRIGYN,Trigyn Technologies Limited
1320,SINTERCOM,Sintercom India Limited
1321,JINDALPHOT,Jindal Photo Limited
1322,SARLAPOLY,Sarla Performance Fibers Limited
1323,RUCHIRA,Ruchira Papers Limited
1324,ESSENTIA,Integra Essentia Limited
1325,MACPOWER,Macpower CNC Machines Limited
1326,AUTOIND,Autoline Industries Limited
1327,ORIENTABRA,Orient Abrasives Limited
1328,APOLSINHOT,Apollo Sindoori Hotels Limited
1329,DYNPRO,Dynemic Products Limited
1330,CLEDUCATE,CL Educate Limited
1331,PARSVNATH,Parsvnath Developers Limited
1332,GSCLCEMENT,Gujarat Sidhee Cement Limited
1333,MIRCELECTR,MIRC Electronics Limited
1334,VISHWARAJ,Vishwaraj Sugar Industries Limited
1335,HINDMOTORS,Hindustan Motors Limited
1336,NINSYS,NINtec Systems Limited
1337,NATHBIOGEN,Nath Bio-Genes (India) Limited
1338,KNAGRI,KN Agri Resources Limited
1339,GEECEE,GeeCee Ventures Limited
1340,KCPSUGIND,KCP Sugar and Industries Corporation Limited
1341,STEL,Stel Holdings Limited
1342,PODDARMENT,Poddar Pigments Limited
1343,KOTYARK,Kotyark Industries Limited
1344,HITECHCORP,Hitech Corporation Limited
1345,EUROBOND,Euro Panel Products Limited
1346,MICEL,MIC Electronics Limited
1347,ORICONENT,Oricon Enterprises Limited
1348,20MICRONS,20 Microns Limited
1349,MWL,Mangalam Worldwide Limited
1350,MINDTECK,Mindteck (India) Limited
1351,BMETRICS,Bombay Metrics Supply Chain Limited
1352,GOKUL,Gokul Refoils and Solvent Limited
1353,SECL,Salasar Exteriors and Contour Limited
1354,DUGLOBAL,DUDIGITAL GLOBAL LIMITED
1355,WEL,Wonder Electricals Limited
1356,SUPERHOUSE,Superhouse Limited
1357,LOYALTEX,Loyal Textile Mills Limited
1358,BPL,BPL Limited
1359,BIRLAMONEY,Aditya Birla Money Limited
1360,GPTINFRA,GPT Infraprojects Limited
1361,E2E,E2E Networks Limited
1362,SHIVAMAUTO,Shivam Autotech Limited
1363,DCMNVL,DCM Nouvelle Limited
1364,MAZDA,Mazda Limited
1365,MADHAVBAUG,Vaidya Sane Ayurved Laboratories Limited
1366,WINDMACHIN,Windsor Machines Limited
1367,BASML,Bannari Amman Spinning Mills Limited
1368,WALCHANNAG,Walchandnagar Industries Limited
1369,SEJALLTD,Sejal Glass Limited
1370,UCALFUEL,Ucal Fuel Systems Limited
1371,MAHEPC,Mahindra EPC Irrigation Limited
1372,V2RETAIL,V2 Retail Limited
1373,SAKUMA,Sakuma Exports Limited
1374,VERTOZ,Vertoz Advertising Limited
1375,KMSUGAR,K.M.Sugar Mills Limited
1376,ASHIMASYN,Ashima Limited
1377,UFO,UFO Moviez India Limited
1378,VIKASECO,Vikas EcoTech Limited
1379,SAKHTISUG,Sakthi Sugars Limited
1380,MAHESHWARI,Maheshwari Logistics Limited
1381,MAANALU,Maan Aluminium Limited
1382,HUBTOWN,Hubtown Limited
1383,REPL,Rudrabhishek Enterprises Limited
1384,QMSMEDI,QMS Medical Allied Services Limited
1385,MANAKSTEEL,Manaksia Steels Limited
1386,EMAMIREAL,Emami Realty Limited
1387,GENCON,Generic Engineering Construction and Projects Limited
1388,STARPAPER,Star Paper Mills Limited
1389,GUJAPOLLO,Gujarat Apollo Industries Limited
1390,JAYSREETEA,Jayshree Tea & Industries Limited
1391,NDL,Nandan Denim Limited
1392,BCONCEPTS,Brand Concepts Limited
1393,GIRRESORTS,GIR Natureview Resorts Limited
1394,SMLT,Sarthak Metals Limited
1395,TPLPLASTEH,TPL Plastech Limited
1396,TEMBO,Tembo Global Industries Limited
1397,DANGEE,Dangee Dums Limited
1398,NIPPOBATRY,Indo-National Limited
1399,ASIANHOTNR,Asian Hotels (North) Limited
1400,BRNL,Bharat Road Network Limited
1401,PPAP,PPAP Automotive Limited
1402,PASUPTAC,Pasupati Acrylon Limited
1403,FROG,Frog Cellsat Limited
1404,ASAHISONG,Asahi Songwon Colors Limited
1405,PRECOT,Precot Limited
1406,MEP,MEP Infrastructure Developers Limited
1407,VENUSREM,Venus Remedies Limited
1408,KILITCH,Kilitch Drugs (India) Limited
1409,BTML,Bodhi Tree Multimedia Limited
1410,MEGASTAR,Megastar Foods Limited
1411,DRCSYSTEMS,DRC Systems India Limited
1412,ZODIACLOTH,Zodiac Clothing Company Limited
1413,HILTON,Hilton Metal Forging Limited
1414,INDOTHAI,Indo Thai Securities Limited
1415,JITFINFRA,JITF Infralogistics Limited
1416,EROSMEDIA,Eros International Media Limited
1417,DEVIT,Dev Information Technology Limited
1418,BIL,Bhartiya International Limited
1419,EIMCOELECO,Eimco Elecon (India) Limited
1420,ANMOL,Anmol India Limited
1421,COASTCORP,Coastal Corporation Limited
1422,RAJTV,Raj Television Network Limited
1423,KORE,Jay Jalaram Technologies Limited
1424,RELCAPITAL,Reliance Capital Limited
1425,MGEL,Mangalam Global Enterprise Limited
1426,FOCE,Foce India Limited
1427,INDTERRAIN,Indian Terrain Fashions Limited
1428,TAKE,Take Solutions Limited
1429,TOTAL,Total Transport Systems Limited
1430,ACCURACY,Accuracy Shipping Limited
1431,AVG,AVG Logistics Limited
1432,HARRMALAYA,Harrisons  Malayalam Limited
1433,SHREYANIND,Shreyans Industries Limited
1434,LOKESHMACH,Lokesh Machines Limited
1435,LGBFORGE,LGB Forge Limited
1436,SYSTANGO,Systango Technologies Limited
1437,SIGMA,Sigma Solve Limited
1438,MARALOVER,Maral Overseas Limited
1439,ABAN,Aban Offshore Limited
1440,BAFNAPH,Bafna Pharmaceuticals Limited
1441,BEDMUTHA,Bedmutha Industries Limited
1442,SIMPLEXINF,Simplex Infrastructures Limited
1443,ARIES,Aries Agro Limited
1444,DTIL,Dhunseri Tea & Industries Limited
1445,KRITINUT,Kriti Nutrients Limited
1446,IVC,IL&FS Investment Managers Limited
1447,IITL,Industrial Investment Trust Limited
1448,SWASTIK,Swastik Pipe Limited
1449,AARON,Aaron Industries Limited
1450,VITAL,Vital Chemtech Limited
1451,BEWLTD,BEW Engineering Limited
1452,NILAINFRA,Nila Infrastructures Limited
1453,INDOTECH,Indo Tech Transformers Limited
1454,PVP,PVP Ventures Limited
1455,AHLEAST,Asian Hotels (East) Limited
1456,SAH,Sah Polymers Limited
1457,TIPSFILMS,Tips Films Limited
1458,PHANTOMFX,Phantom Digital Effects Limited
1459,DUCOL,Ducol Organics And Colours Limited
1460,KANPRPLA,Kanpur Plastipack Limited
1461,VINNY,Vinny Overseas Limited
1462,MCLEODRUSS,Mcleod Russel India Limited
1463,TRF,TRF Limited
1464,ALLETEC,All E Technologies Limited
1465,MANOMAY,Manomay Tex India Limited
1466,INSPIRISYS,Inspirisys Solutions Limited
1467,AIRAN,Airan Limited
1468,MODISONLTD,MODISON LIMITED
1469,MURUDCERA,Murudeshwar Ceramics Limited
1470,TIRUPATI,Shree Tirupati Balajee FIBC Limited
1471,PAR,Par Drugs And Chemicals Limited
1472,SGIL,Synergy Green Industries Limited
1473,SPLIL,SPL Industries Limited
1474,GEEKAYWIRE,Geekay Wires Limited
1475,PALREDTEC,Palred Technologies Limited
1476,ESSARSHPNG,Essar Shipping Limited
1477,SIL,Standard Industries Limited
1478,PRITI,Priti International Limited
1479,AKSHARCHEM,AksharChem India Limited
1480,RAMANEWS,Shree Rama Newsprint Limited
1481,RUCHINFRA,Ruchi Infrastructure Limited
1482,ALANKIT,Alankit Limited
1483,MEGASOFT,Megasoft Limited
1484,IZMO,IZMO Limited
1485,GULFPETRO,GP Petroleums Limited
1486,TOUCHWOOD,Touchwood Entertainment Limited
1487,SARVESHWAR,Sarveshwar Foods Limited
1488,TARMAT,Tarmat Limited
1489,RPPL,Rajshree Polypack Limited
1490,IEL,Indiabulls Enterprises Limited
1491,BHARATGEAR,Bharat Gears Limited
1492,GOLDTECH,Goldstone Technologies Limited
1493,MBLINFRA,MBL Infrastructure Limited
1494,PROPEQUITY,P. E. Analytics Limited
1495,EMKAY,Emkay Global Financial Services Limited
1496,IL&FSENGG,IL&FS Engineering and Construction Company Limited
1497,BSL,BSL Limited
1498,UNITEDPOLY,United Polyfab Gujarat Limited
1499,PASHUPATI,Pashupati Cotspin Limited
1500,SHIVATEX,Shiva Texyarn Limited
1501,MANGALAM,Mangalam Drugs And Organics Limited
1502,KRISHNADEF,Krishna Defence and Allied Industries Limited
1503,PREMIERPOL,Premier Polyfilm Limited
1504,SMSLIFE,SMS Lifesciences India Limited
1505,GOLDSTAR,Goldstar Power Limited
1506,BROOKS,Brooks Laboratories Limited
1507,VAISHALI,Vaishali Pharma Limited
1508,ALMONDZ,Almondz Global Securities Limited
1509,3RDROCK,3rd Rock Multimedia Limited
1510,PRESSMN,Pressman Advertising Limited
1511,AARVI,Aarvi Encon Limited
1512,AKSHAR,Akshar Spintex Limited
1513,LATTEYS,Latteys Industries Limited
1514,VISESHINFO,Visesh Infotecnics Limited
1515,BHAGYANGR,Bhagyanagar India Limited
1516,TTL,T T Limited
1517,SADBHAV,Sadbhav Engineering Limited
1518,COMPUSOFT,Compucom Software Limited
1519,KAKATCEM,Kakatiya Cement Sugar & Industries Limited
1520,RPPINFRA,R.P.P. Infra Projects Limited
1521,SVLL,Shree Vasu Logistics Limited
1522,SMARTLINK,Smartlink Holdings Limited
1523,ASPINWALL,Aspinwall and Company Limited
1524,LAMBODHARA,Lambodhara Textiles Limited
1525,DJML,DJ Mediaprint & Logistics Limited
1526,TIL,TIL Limited
1527,ELGIRUBCO,Elgi Rubber Company Limited
1528,JAINAM,Jainam Ferro Alloys (I) Limited
1529,WORTH,Worth Peripherals Limited
1530,ISFT,Intrasoft Technologies Limited
1531,GINNIFILA,Ginni Filaments Limited
1532,PILITA,PIL ITALICA LIFESTYLE LIMITED
1533,SOFTTECH,Softtech Engineers Limited
1534,DUCON,Ducon Infratechnologies Limited
1535,VETO,Veto Switchgears And Cables Limited
1536,RANEENGINE,Rane Engine Valve Limited
1537,AVONMORE,Avonmore Capital & Management Services Limited
1538,KBCGLOBAL,KBC Global Limited
1539,PANSARI,Pansari Developers Limited
1540,MODIRUBBER,Modi Rubber Limited
1541,INVENTURE,Inventure Growth & Securities Limited
1542,KAPSTON,Kapston Services Limited
1543,AKSHOPTFBR,Aksh Optifibre Limited
1544,JMA,Jullundur Motor Agency (Delhi) Limited
1545,EMMBI,Emmbi Industries Limited
1546,NITCO,Nitco Limited
1547,IRIS,Iris Business Services Limited
1548,SHERA,Shera Energy Limited
1549,DRSDILIP,DRS Dilip Roadlines Limited
1550,UNITEDTEA,The United Nilgiri Tea Estates Company Limited
1551,JOCIL,Jocil Limited
1552,MANAKALUCO,Manaksia Aluminium Company Limited
1553,VIPULLTD,Vipul Limited
1554,SIKKO,Sikko Industries Limited
1555,GILLANDERS,Gillanders Arbuthnot & Company Limited
1556,SVPGLOB,SVP GLOBAL TEXTILES LIMITED
1557,VISASTEEL,Visa Steel Limited
1558,DCM,DCM  Limited
1559,INTENTECH,Intense Technologies Limited
1560,TEXMOPIPES,Texmo Pipes and Products Limited
1561,WEIZMANIND,Weizmann Limited
1562,BYKE,The Byke Hospitality Ltd
1563,RAJSREESUG,Rajshree Sugars & Chemicals Limited
1564,ZODIAC,Zodiac Energy Limited
1565,ARSHIYA,Arshiya Limited
1566,UMANGDAIRY,Umang Dairies Limited
1567,LOVABLE,Lovable Lingerie Limited
1568,HOMESFY,Homesfy Realty Limited
1569,ALPHAGEO,Alphageo (India) Limited
1570,NDGL,Naga Dhunseri Group Limited
1571,PRAXIS,Praxis Home Retail Limited
1572,ARTNIRMAN,Art Nirman Limited
1573,SHIGAN,Shigan Quantum Technologies Limited
1574,NOIDATOLL,Noida Toll Bridge Company Limited
1575,UMAEXPORTS,Uma Exports Limited
1576,VELS,Vels Film International Limited
1577,ATLANTA,Atlanta  Limited
1578,MOTOGENFIN,The Motor & General Finance Limited
1579,AVROIND,AVRO INDIA LIMITED
1580,SALONA,Salona Cotspin Limited
1581,INDIANCARD,Indian Card Clothing Company Limited
1582,SPTL,Sintex Plastics Technology Limited
1583,PRITIKAUTO,Pritika Auto Industries Limited
1584,URAVI,Uravi T and Wedge Lamps Limited
1585,IVP,IVP Limited
1586,MAHAPEXLTD,Maha Rashtra Apex Corporation Limited
1587,SOMATEX,Soma Textiles & Industries Limited
1588,LEXUS,Lexus Granito (India) Limited
1589,WANBURY,Wanbury Limited
1590,LOTUSEYE,Lotus Eye Hospital and Institute Limited
1591,KREBSBIO,Krebs Biochemicals and Industries Limited
1592,RNAVAL,Reliance Naval and Engineering Limited
1593,WSI,W S Industries (I) Limited
1594,RHFL,Reliance Home Finance Limited
1595,HDIL,Housing Development and Infrastructure Limited
1596,DCI,Dc Infotech And Communication Limited
1597,RVHL,Ravinder Heights Limited
1598,XELPMOC,Xelpmoc Design And Tech Limited
1599,RKEC,RKEC Projects Limited
1600,RELCHEMQ,Reliance Chemotex Industries Limited
1601,DIL,Debock Industries Limited
1602,ATALREAL,Atal Realtech Limited
1603,KOHINOOR,Kohinoor Foods Limited
1604,SALSTEEL,S.A.L. Steel Limited
1605,A2ZINFRA,A2Z Infra Engineering Limited
1606,TARACHAND,Tara Chand InfraLogistic Solutions Limited
1607,INDOWIND,Indowind Energy Limited
1608,BLBLIMITED,BLB Limited
1609,FRETAIL,Future Retail Limited
1610,ROML,Raj Oil Mills Limited
1611,SURANAT&P,Surana Telecom and Power Limited
1612,ALPA,Alpa Laboratories Limited
1613,SUNDRMBRAK,Sundaram Brake Linings Limited
1614,PARIN,Parin Furniture Limited
1615,NILASPACES,Nila Spaces Limited
1616,AHLADA,Ahlada Engineers Limited
1617,MAGNUM,Magnum Ventures Limited
1618,REMSONSIND,Remsons Industries Limited
1619,STARTECK,Starteck Finance Limited
1620,BOHRAIND,Bohra Industries Limited
1621,COMPINFO,Compuage Infocom Limited
1622,CORALFINAC,Coral India Finance & Housing Limited
1623,MRO-TEK,MRO-TEK Realty Limited
1624,SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED
1625,ZEELEARN,Zee Learn Limited
1626,SADBHIN,Sadbhav Infrastructure Project Limited
1627,BALPHARMA,Bal Pharma Limited
1628,NIRAJ,Niraj Cement Structurals Limited
1629,GSTL,Globesecure Technologies Limited
1630,OBCL,Orissa Bengal Carrier Limited
1631,TAINWALCHM,Tainwala Chemical and Plastic (I) Limited
1632,ARCHIDPLY,Archidply Industries Limited
1633,JHS,JHS Svendgaard Laboratories Limited
1634,SITINET,Siti Networks Limited
1635,MUKTAARTS,Mukta Arts Limited
1636,CMNL,Chaman Metallics Limited
1637,GAYAPROJ,Gayatri Projects Limited
1638,AKG,Akg Exim Limited
1639,FCONSUMER,Future Consumer Limited
1640,PALASHSECU,Palash Securities Limited
1641,CCHHL,Country Club Hospitality & Holidays Limited
1642,SIGIND,Signet Industries Limited
1643,AIROLAM,Airo Lam limited
1644,WELINV,Welspun Investments and Commercials Limited
1645,LEMERITE,Le Merite Exports Limited
1646,CTE,Cambridge Technology Enterprises Limited
1647,UNIVASTU,Univastu India Limited
1648,SUNDARAM,Sundaram Multi Pap Limited
1649,MANAKCOAT,Manaksia Coated Metals & Industries Limited
1650,ARVEE,Arvee Laboratories (India) Limited
1651,SECURCRED,SecUR Credentials Limited
1652,ASTRON,Astron Paper & Board Mill Limited
1653,FLFL,Future Lifestyle Fashions Limited
1654,STEELCITY,Steel City Securities Limited
1655,LLOYDS,Lloyds Luxuries Limited
1656,GANGESSECU,Ganges Securities Limited
1657,INDBANK,Indbank Merchant Banking Services Limited
1658,SUMIT,Sumit Woods Limited
1659,FIBERWEB,Fiberweb (India) Limited
1660,ALKALI,Alkali Metals Limited
1661,LASA,Lasa Supergenerics Limited
1662,JAIPURKURT,Nandani Creation Limited
1663,MHHL,Mohini Health & Hygiene Limited
1664,BAHETI,Baheti Recycling Industries Limited
1665,DGCONTENT,Digicontent Limited
1666,VMARCIND,V Marc India Limited
1667,PKTEA,The Peria Karamalai Tea & Produce Company Limited
1668,DAMODARIND,Damodar Industries Limited
1669,NECCLTD,North Eastern Carrying Corporation Limited
1670,CAPTRUST,Capital Trust Limited
1671,MITCON,MITCON Consultancy & Engineering Services Limited
1672,TIRUPATIFL,Tirupati Forge Limited
1673,IL&FSTRANS,IL&FS Transportation Networks Limited
1674,SRPL,Shree Ram Proteins Limited
1675,SURYALAXMI,Suryalakshmi Cotton Mills Limited
1676,CEREBRAINT,Cerebra Integrated Technologies Limited
1677,KSHITIJPOL,Kshitij Polyline Limited
1678,LAGNAM,Lagnam Spintex Limited
1679,ANLON,Anlon Technology Solutions Limited
1680,AMJLAND,Amj Land Holdings Limited
1681,BINANIIND,Binani Industries Limited
1682,PROLIFE,Prolife Industries Limited
1683,INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED
1684,SHAHALLOYS,Shah Alloys Limited
1685,AMDIND,AMD Industries Limited
1686,OMAXAUTO,Omax Autos Limited
1687,TOKYOPLAST,Tokyo Plast International Limited
1688,GROBTEA,The Grob Tea Company Limited
1689,ANIKINDS,Anik Industries Limited
1690,SURANASOL,Surana Solar Limited
1691,FIDEL,Fidel Softech Limited
1692,MAHASTEEL,Mahamaya Steel Industries Limited
1693,AURDIS,Aurangabad Distillery Limited
1694,SIMBHALS,Simbhaoli Sugars Limited
1695,GAL,Gyscoal Alloys Limited
1696,GICL,Globe International Carriers Limited
1697,KALYANIFRG,Kalyani Forge Limited
1698,HINDCON,Hindcon Chemicals Limited
1699,CORDSCABLE,Cords Cable Industries Limited
1700,YAARI,Yaari Digital Integrated Services Limited
1701,SONAMCLOCK,Sonam Clock Limited
1702,MAHICKRA,Mahickra Chemicals Limited
1703,HPIL,Hindprakash Industries Limited
1704,LPDC,Landmark Property Development Company Limited
1705,DBSTOCKBRO,DB (International) Stock Brokers Limited
1706,AUSOMENT,Ausom Enterprise Limited
1707,BALLARPUR,Ballarpur Industries Limited
1708,AVSL,AVSL Industries Limited
1709,SPMLINFRA,SPML Infra Limited
1710,BANKA,Banka BioLoo Limited
1711,GOLDENTOBC,Golden Tobacco Limited
1712,GTL,GTL Limited
1713,ENERGYDEV,Energy Development Company Limited
1714,PANACHE,Panache Digilife Limited
1715,PIGL,Power & Instrumentation (Gujarat) Limited
1716,DELTAMAGNT,Delta Manufacturing Limited
1717,SHRADHA,Shradha Infraprojects Limited
1718,PIONEEREMB,Pioneer Embroideries Limited
1719,GLOBALVECT,Global Vectra Helicorp Limited
1720,BAGFILMS,B.A.G Films and Media Limited
1721,WIPL,The Western India Plywoods Limited
1722,NITIRAJ,Nitiraj Engineers Limited
1723,BEARDSELL,Beardsell Limited
1724,KRITIKA,Kritika Wires Limited
1725,PATINTLOG,Patel Integrated Logistics Limited
1726,SETCO,Setco Automotive Limited
1727,PRAENG,Prajay Engineers Syndicate Limited
1728,ELECTHERM,Electrotherm (India) Limited
1729,UCL,Ushanti Colour Chem Limited
1730,PRAKASHSTL,Prakash Steelage Limited
1731,CINEVISTA,Cinevista Limited
1732,SUULD,Suumaya Industries Limited
1733,FLEXITUFF,Flexituff Ventures International Limited
1734,MDL,Marvel Decor Limited
1735,HISARMETAL,Hisar Metal Industries Limited
1736,SUVIDHAA,Suvidhaa Infoserve Limited
1737,BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited
1738,MARSHALL,Marshall Machines Limited
1739,ARIHANTACA,Arihant Academy Limited
1740,CELEBRITY,Celebrity Fashions Limited
1741,VIAZ,Viaz Tyres Limited
1742,DHRUV,Dhruv Consultancy Services Limited
1743,CENTEXT,Century Extrusions Limited
1744,DOLLEX,Dollex Agrotech Limited
1745,BHANDARI,Bhandari Hosiery Exports Limited
1746,TREJHARA,TREJHARA SOLUTIONS LIMITED
1747,FELIX,Felix Industries Limited
1748,NGIL,Nakoda Group of Industries Limited
1749,SUPREMEINF,Supreme Infrastructure India Limited
1750,AGROPHOS,Agro Phos India Limited
1751,MCL,Madhav Copper Limited
1752,OILCOUNTUB,Oil Country Tubular Limited
1753,UMA,Uma Converter Limited
1754,MORARJEE,Morarjee Textiles Limited
1755,SRIVASAVI,Srivasavi Adhesive Tapes Limited
1756,AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited
1757,AAKASH,Aakash Exploration Services Limited
1758,VASWANI,Vaswani Industries Limited
1759,KANANIIND,Kanani Industries Limited
1760,ARCHIES,Archies Limited
1761,SHIVAMILLS,Shiva Mills Limited
1762,IPSL,Integrated Personnel Services Limited
1763,TREEHOUSE,Tree House Education & Accessories Limited
1764,BDR,BDR Buildcon Limited
1765,VERTEXPLUS,Vertexplus Technologies Limited
1766,KEYFINSERV,Keynote Financial Services Limited
1767,KHFM,Khfm Hospitality And Facility Management Services Limited
1768,AROGRANITE,Aro Granite Industries Limited
1769,SEYAIND,Seya Industries Limited
1770,GIRIRAJ,Giriraj Civil Developers Limited
1771,RSSOFTWARE,R. S. Software (India) Limited
1772,ORIENTLTD,Orient Press Limited
1773,EXCEL,Excel Realty N Infra Limited
1774,RELIABLE,Reliable Data Services Limited
1775,AAATECH,AAA Technologies Limited
1776,AGRITECH,Agri-Tech (India) Limited
1777,LGHL,Laxmi Goldorna House Limited
1778,SHRENIK,Shrenik Limited
1779,ANKITMETAL,Ankit Metal & Power Limited
1780,JETFREIGHT,Jet Freight Logistics Limited
1781,VARDMNPOLY,Vardhman Polytex Limited
1782,NIRMAN,Nirman Agri Gentics Limited
1783,SHREERAMA,Shree Rama Multi-Tech Limited
1784,SIDDHIKA,Siddhika Coatings Limited
1785,BVCL,Barak Valley Cements Limited
1786,KKVAPOW,KKV Agro Powers Limited
1787,HOVS,HOV Services Limited
1788,AMBANIORG,Ambani Organics Limited
1789,FSC,Future Supply Chain Solutions Limited
1790,ABMINTLLTD,ABM International Limited
1791,SEPOWER,S.E. Power Limited
1792,BANARBEADS,Banaras Beads Limited
1793,REGENCERAM,Regency Ceramics Limited
1794,PODDARHOUS,Poddar Housing and Development Limited
1795,PENTAGOLD,Penta Gold Limited
1796,PARTYCRUS,Party Cruisers Limited
1797,SONAHISONA,Sona Hi Sona Jewellers (Gujarat) Limited
1798,MALUPAPER,Malu Paper Mills Limited
1799,MOKSH,Moksh Ornaments Limited
1800,PULZ,Pulz Electronics Limited
1801,RBMINFRA,Rbm Infracon Limited
1802,ZENITHSTL,Zenith Steel Pipes & Industries Limited
1803,NIDAN,Nidan Laboratories and Healthcare Limited
1804,SAMBHAAV,Sambhaav Media Limited
1805,UWCSL,Ultra Wiring Connectivity System Limited
1806,BANG,Bang Overseas Limited
1807,MRO,M.R. Organisation Limited
1808,MINDPOOL,Mindpool Technologies Limited
1809,TAPIFRUIT,Tapi Fruit Processing Limited
1810,ABCOTS,A B Cotspin India Limited
1811,PNC,Pritish Nandy Communications Limited
1812,SURANI,Surani Steel Tubes Limited
1813,PRECISION,Precision Metaliks Limited
1814,TIMESGTY,Times Guaranty Limited
1815,MANUGRAPH,Manugraph India Limited
1816,ZENITHEXPO,Zenith Exports Limited
1817,AARVEEDEN,Aarvee Denims & Exports Limited
1818,SOMICONVEY,Somi Conveyor Beltings Limited
1819,DKEGL,D.K. Enterprises Global Limited
1820,ARHAM,Arham Technologies Limited
1821,TIMESCAN,Timescan Logistics (India) Limited
1822,SGL,STL Global Limited
1823,WEWIN,WE WIN LIMITED
1824,CMRSL,Cyber Media Research & Services Limited
1825,SONUINFRA,Sonu Infratech Limited
1826,VIVIANA,Viviana Power Tech Limited
1827,AKASH,Akash Infra-Projects Limited
1828,INDSWFTLTD,Ind-Swift Limited
1829,KARMAENG,Karma Energy Limited
1830,NAGREEKEXP,Nagreeka Exports Limited
1831,BURNPUR,Burnpur Cement Limited
1832,NIBL,NRB Industrial Bearings Limited
1833,CUBEXTUB,Cubex Tubings Limited
1834,AISL,ANI Integrated Services Limited
1835,SHAIVAL,Shaival Reality Limited
1836,VINEETLAB,Vineet Laboratories Limited
1837,ARISTO,Aristo Bio-Tech And Lifescience Limited
1838,TERASOFT,Tera Software Limited
1839,CROWN,Crown Lifters Limited
1840,JFLLIFE,Jfl Life Sciences Limited
1841,GLOBE,Globe Textiles (India) Limited
1842,3PLAND,3P Land Holdings Limited
1843,VERA,Vera Synthetic Limited
1844,MILTON,Milton Industries Limited
1845,ADROITINFO,Adroit Infotech Limited
1846,SHUBHLAXMI,Shubhlaxmi Jewel Art Limited
1847,AGNI,Agni Green Power Limited
1848,LFIC,Lakshmi Finance & Industrial Corporation Limited
1849,VSCL,Vadivarhe Speciality Chemicals Limited
1850,MADHAV,Madhav Marbles and Granites Limited
1851,UJAAS,Ujaas Energy Limited
1852,SUPERSPIN,Super Spinning Mills Limited
1853,RKDL,Ravi Kumar Distilleries Limited
1854,AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited
1855,ACEINTEG,Ace Integrated Solutions Limited
1856,OMFURN,Omfurn India Limited
1857,SWARAJ,Swaraj Suiting Limited
1858,AJOONI,Ajooni Biotech Limited
